case,candidate,seed,thermal_weight,wirelength_weight,legalization_status,is_legal,legal_report,source,eval_input,eval_stem
syn1,10,121,0.01,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p01-w50/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p01-w50/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p01_wirelength50_seed121.json,syn1_thermal0p01_wirelength50_seed121
syn1,11,121,0.03,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p03_wirelength0_seed121.json,syn1_thermal0p03_wirelength0_seed121
syn1,12,121,0.03,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p03_wirelength0p02_seed121.json,syn1_thermal0p03_wirelength0p02_seed121
syn1,13,121,0.03,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p03_wirelength0p2_seed121.json,syn1_thermal0p03_wirelength0p2_seed121
syn1,14,121,0.03,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p03_wirelength2_seed121.json,syn1_thermal0p03_wirelength2_seed121
syn1,15,121,0.03,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w50/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p03-w50/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p03_wirelength50_seed121.json,syn1_thermal0p03_wirelength50_seed121
syn1,16,121,0.1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p1_wirelength0_seed121.json,syn1_thermal0p1_wirelength0_seed121
syn1,17,121,0.1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p1_wirelength0p02_seed121.json,syn1_thermal0p1_wirelength0p02_seed121
syn1,18,121,0.1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p1_wirelength0p2_seed121.json,syn1_thermal0p1_wirelength0p2_seed121
syn1,19,121,0.1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p1_wirelength2_seed121.json,syn1_thermal0p1_wirelength2_seed121
syn1,20,121,0.1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w50/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p1-w50/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p1_wirelength50_seed121.json,syn1_thermal0p1_wirelength50_seed121
syn1,21,121,0.3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p3_wirelength0_seed121.json,syn1_thermal0p3_wirelength0_seed121
syn1,22,121,0.3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p3_wirelength0p02_seed121.json,syn1_thermal0p3_wirelength0p02_seed121
syn1,23,121,0.3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p3_wirelength0p2_seed121.json,syn1_thermal0p3_wirelength0p2_seed121
syn1,25,121,0.3,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w50/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t0p3-w50/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal0p3_wirelength50_seed121.json,syn1_thermal0p3_wirelength50_seed121
syn1,26,121,1,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal1_wirelength0_seed121.json,syn1_thermal1_wirelength0_seed121
syn1,27,121,1,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal1_wirelength0p02_seed121.json,syn1_thermal1_wirelength0p02_seed121
syn1,28,121,1,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal1_wirelength0p2_seed121.json,syn1_thermal1_wirelength0p2_seed121
syn1,29,121,1,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal1_wirelength2_seed121.json,syn1_thermal1_wirelength2_seed121
syn1,30,121,1,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w50/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t1-w50/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal1_wirelength50_seed121.json,syn1_thermal1_wirelength50_seed121
syn1,31,121,3,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal3_wirelength0_seed121.json,syn1_thermal3_wirelength0_seed121
syn1,32,121,3,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal3_wirelength0p02_seed121.json,syn1_thermal3_wirelength0p02_seed121
syn1,33,121,3,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal3_wirelength0p2_seed121.json,syn1_thermal3_wirelength0p2_seed121
syn1,34,121,3,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t3-w2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal3_wirelength2_seed121.json,syn1_thermal3_wirelength2_seed121
syn1,36,121,10,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal10_wirelength0_seed121.json,syn1_thermal10_wirelength0_seed121
syn1,38,121,10,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal10_wirelength0p2_seed121.json,syn1_thermal10_wirelength0p2_seed121
syn1,37,121,10,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal10_wirelength0p02_seed121.json,syn1_thermal10_wirelength0p02_seed121
syn1,39,121,10,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal10_wirelength2_seed121.json,syn1_thermal10_wirelength2_seed121
syn1,40,121,10,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w50/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t10-w50/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal10_wirelength50_seed121.json,syn1_thermal10_wirelength50_seed121
syn1,41,121,30,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal30_wirelength0_seed121.json,syn1_thermal30_wirelength0_seed121
syn1,42,121,30,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal30_wirelength0p02_seed121.json,syn1_thermal30_wirelength0p02_seed121
syn1,43,121,30,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal30_wirelength0p2_seed121.json,syn1_thermal30_wirelength0p2_seed121
syn1,44,121,30,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t30-w2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal30_wirelength2_seed121.json,syn1_thermal30_wirelength2_seed121
syn1,46,121,100,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w0/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w0/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal100_wirelength0_seed121.json,syn1_thermal100_wirelength0_seed121
syn1,47,121,100,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w0p02/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w0p02/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal100_wirelength0p02_seed121.json,syn1_thermal100_wirelength0p02_seed121
syn1,48,121,100,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w0p2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w0p2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal100_wirelength0p2_seed121.json,syn1_thermal100_wirelength0p2_seed121
syn1,49,121,100,2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w2/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w2/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal100_wirelength2_seed121.json,syn1_thermal100_wirelength2_seed121
syn1,50,121,100,50,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w50/seed_121/legalized/09_syn1_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn1-t100-w50/seed_121/legalized/09_syn1_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn1_thermal100_wirelength50_seed121.json,syn1_thermal100_wirelength50_seed121
syn4,1,121,0,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0-w0/seed_121/legalized/10_syn4_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0-w0/seed_121/legalized/10_syn4_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn4_thermal0_wirelength0_seed121.json,syn4_thermal0_wirelength0_seed121
syn4,2,121,0,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0-w0p02/seed_121/legalized/10_syn4_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0-w0p02/seed_121/legalized/10_syn4_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn4_thermal0_wirelength0p02_seed121.json,syn4_thermal0_wirelength0p02_seed121
syn4,3,121,0,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0-w0p2/seed_121/legalized/10_syn4_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0-w0p2/seed_121/legalized/10_syn4_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn4_thermal0_wirelength0p2_seed121.json,syn4_thermal0_wirelength0p2_seed121
syn4,6,121,0.01,0,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0p01-w0/seed_121/legalized/10_syn4_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0p01-w0/seed_121/legalized/10_syn4_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn4_thermal0p01_wirelength0_seed121.json,syn4_thermal0p01_wirelength0_seed121
syn4,7,121,0.01,0.02,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0p01-w0p02/seed_121/legalized/10_syn4_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0p01-w0p02/seed_121/legalized/10_syn4_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn4_thermal0p01_wirelength0p02_seed121.json,syn4_thermal0p01_wirelength0p02_seed121
syn4,8,121,0.01,0.2,ok,true,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0p01-w0p2/seed_121/legalized/10_syn4_placement_legal_report.json,/mnt/d/WORK/96/flow_tap/LayoutGenModel/logs/output/cases_hubump/cases-hubump-pareto-syn4-t0p01-w0p2/seed_121/legalized/10_syn4_placement_legal.json,/mnt/d/WORK/96/flow_tap/resultEval/FM_result/pareto_weight_sweep_seed121_legal_only_format/syn4_thermal0p01_wirelength0p2_seed121.json,syn4_thermal0p01_wirelength0p2_seed121
